timestamp,value
2022-03-29 09:47:54.385999872+00:00,1
2022-03-29 09:47:59.384000+00:00,2
2022-03-29 09:48:04.384000+00:00,3
2022-03-29 09:48:09.387000064+00:00,4
2022-03-29 09:48:14.388999936+00:00,5
2022-03-29 09:48:19.392000+00:00,6
2022-03-29 09:48:24.384000+00:00,7
2022-03-29 09:48:29.384000+00:00,8
2022-03-29 09:48:34.385999872+00:00,9
2022-03-29 09:48:39.385999872+00:00,10
2022-03-29 09:48:44.388999936+00:00,11
2022-03-29 09:48:49.387000064+00:00,12
2022-03-29 09:48:54.385999872+00:00,13
2022-03-29 09:48:59.384000+00:00,14
2022-03-29 09:49:04.388000+00:00,15
2022-03-29 09:49:09.382999808+00:00,16
2022-03-29 09:49:14.384000+00:00,17
2022-03-29 09:49:19.384999936+00:00,18
2022-03-29 09:49:24.384999936+00:00,19
2022-03-29 09:49:29.384000+00:00,20
2022-03-29 09:49:34.384000+00:00,21
2022-03-29 09:49:39.384000+00:00,22
2022-03-29 09:49:44.388999936+00:00,23
2022-03-29 09:49:49.384000+00:00,24
2022-03-29 09:49:54.382999808+00:00,24
2022-03-29 09:49:59.384000+00:00,25
2022-03-29 09:50:04.384000+00:00,26
2022-03-29 09:50:09.385999872+00:00,27
2022-03-29 09:50:14.388999936+00:00,28
2022-03-29 09:50:19.385999872+00:00,29
2022-03-29 09:50:24.384999936+00:00,30
2022-03-29 09:50:29.384000+00:00,31
2022-03-29 09:50:34.385999872+00:00,32
2022-03-29 09:50:39.382999808+00:00,33
2022-03-29 09:50:44.385999872+00:00,34
2022-03-29 09:50:49.387000064+00:00,35
2022-03-29 09:50:54.384000+00:00,36
2022-03-29 09:50:59.384999936+00:00,37
2022-03-29 09:51:04.384999936+00:00,38
2022-03-29 09:51:09.388000+00:00,39
2022-03-29 09:51:14.384000+00:00,40
2022-03-29 09:51:19.384000+00:00,41
2022-03-29 09:51:24.384999936+00:00,42
2022-03-29 09:51:29.384000+00:00,43
2022-03-29 09:51:34.382999808+00:00,44
2022-03-29 09:51:39.384999936+00:00,45
2022-03-29 09:51:44.384000+00:00,46
2022-03-29 09:51:49.384000+00:00,47
2022-03-29 09:51:54.384000+00:00,48
2022-03-29 09:51:59.384000+00:00,49
2022-03-29 09:52:04.387000064+00:00,50
2022-03-29 09:52:09.384999936+00:00,51
2022-03-29 09:52:14.385999872+00:00,52
2022-03-29 09:52:19.384999936+00:00,53
2022-03-29 09:52:24.384000+00:00,54
2022-03-29 09:52:29.385999872+00:00,55
2022-03-29 09:52:34.384000+00:00,56
2022-03-29 09:52:39.382999808+00:00,57
2022-03-29 09:52:44.382999808+00:00,58
2022-03-29 09:52:49.382999808+00:00,58
2022-03-29 09:52:54.384000+00:00,59
2022-03-29 09:52:59.384999936+00:00,60
2022-03-29 09:53:04.384000+00:00,61
2022-03-29 09:53:09.382999808+00:00,62
2022-03-29 09:53:14.384000+00:00,63
2022-03-29 09:53:19.384000+00:00,64
2022-03-29 09:53:24.384000+00:00,65
2022-03-29 09:53:29.384999936+00:00,66
2022-03-29 09:53:34.384000+00:00,67
2022-03-29 09:53:39.384000+00:00,68
2022-03-29 09:53:44.388000+00:00,69
2022-03-29 09:53:49.385999872+00:00,70
2022-03-29 09:53:54.384000+00:00,71
2022-03-29 09:53:59.384000+00:00,72
2022-03-29 09:54:04.396000+00:00,73
2022-03-29 09:54:09.384000+00:00,74
2022-03-29 09:54:14.384000+00:00,75
2022-03-29 09:54:19.385999872+00:00,76
