timestamp,value
2022-03-29 10:36:32.124999936+00:00,199
2022-03-29 10:36:37.122999808+00:00,200
2022-03-29 10:36:42.122999808+00:00,201
2022-03-29 10:36:47.122999808+00:00,202
2022-03-29 10:36:52.125999872+00:00,203
2022-03-29 10:36:57.124000+00:00,204
2022-03-29 10:37:02.125999872+00:00,205
2022-03-29 10:37:07.130000128+00:00,206
2022-03-29 10:37:12.125999872+00:00,207
2022-03-29 10:37:17.124000+00:00,208
2022-03-29 10:37:22.124999936+00:00,209
2022-03-29 10:37:27.128999936+00:00,210
2022-03-29 10:37:32.124000+00:00,211
2022-03-29 10:37:37.127000064+00:00,212
2022-03-29 10:37:42.124000+00:00,213
2022-03-29 10:37:47.122999808+00:00,214
2022-03-29 10:37:52.125999872+00:00,215
2022-03-29 10:37:57.128999936+00:00,216
2022-03-29 10:38:02.127000064+00:00,217
2022-03-29 10:38:07.124000+00:00,218
2022-03-29 10:38:12.124000+00:00,219
2022-03-29 10:38:17.122999808+00:00,220
2022-03-29 10:38:22.122999808+00:00,221
2022-03-29 10:38:27.122999808+00:00,222
2022-03-29 10:38:32.122999808+00:00,223
2022-03-29 10:38:37.124999936+00:00,224
2022-03-29 10:38:42.122999808+00:00,225
2022-03-29 10:38:47.124000+00:00,226
2022-03-29 10:38:52.121999872+00:00,227
2022-03-29 10:38:57.124000+00:00,228
2022-03-29 10:39:02.124000+00:00,229
2022-03-29 10:39:07.128999936+00:00,230
2022-03-29 10:39:12.122999808+00:00,231
2022-03-29 10:39:17.122999808+00:00,232
2022-03-29 10:39:22.124999936+00:00,233
2022-03-29 10:39:27.136000+00:00,234
2022-03-29 10:39:32.124000+00:00,235
2022-03-29 10:39:37.128000+00:00,236
2022-03-29 10:39:42.122999808+00:00,237
2022-03-29 10:39:47.130000128+00:00,238
2022-03-29 10:39:52.124000+00:00,239
2022-03-29 10:39:57.122999808+00:00,240
2022-03-29 10:40:02.122999808+00:00,241
2022-03-29 10:40:07.122999808+00:00,242
2022-03-29 10:40:12.122999808+00:00,243
2022-03-29 10:40:17.124000+00:00,244
2022-03-29 10:40:22.122999808+00:00,245
2022-03-29 10:40:27.127000064+00:00,246
2022-03-29 10:40:32.122999808+00:00,247
2022-03-29 10:40:37.122999808+00:00,248
2022-03-29 10:40:42.127000064+00:00,249
2022-03-29 10:40:47.122999808+00:00,250
2022-03-29 10:40:52.122999808+00:00,251
2022-03-29 10:40:57.122999808+00:00,252
2022-03-29 10:41:02.122999808+00:00,253
2022-03-29 10:41:07.122999808+00:00,254
2022-03-29 10:41:12.122999808+00:00,255
2022-03-29 10:41:17.122999808+00:00,256
2022-03-29 10:41:22.121999872+00:00,257
2022-03-29 10:41:27.122999808+00:00,258
2022-03-29 10:41:32.122999808+00:00,258
2022-03-29 10:41:37.122999808+00:00,259
2022-03-29 10:41:42.122999808+00:00,260
2022-03-29 10:41:47.122999808+00:00,261
2022-03-29 10:41:52.122999808+00:00,262
2022-03-29 10:41:57.124000+00:00,263
2022-03-29 10:42:02.122999808+00:00,264
2022-03-29 10:42:07.122999808+00:00,265
2022-03-29 10:42:12.135000064+00:00,266
2022-03-29 10:42:17.124000+00:00,267
2022-03-29 10:42:22.122999808+00:00,268
2022-03-29 10:42:27.124000+00:00,269
2022-03-29 10:42:32.131000064+00:00,270
2022-03-29 10:42:37.122999808+00:00,271
2022-03-29 10:42:42.122999808+00:00,272
2022-03-29 10:42:47.124000+00:00,273
2022-03-29 10:42:52.124000+00:00,274
2022-03-29 10:42:57.122999808+00:00,275
2022-03-29 10:43:02.124999936+00:00,276
2022-03-29 10:43:07.125999872+00:00,277
2022-03-29 10:43:12.122999808+00:00,278
2022-03-29 10:43:17.125999872+00:00,279
2022-03-29 10:43:22.124000+00:00,280
2022-03-29 10:43:27.122999808+00:00,281
2022-03-29 10:43:32.124999936+00:00,282
2022-03-29 10:43:37.122999808+00:00,283
2022-03-29 10:43:42.124999936+00:00,284
2022-03-29 10:43:47.124000+00:00,285
2022-03-29 10:43:52.122999808+00:00,286
2022-03-29 10:43:57.124000+00:00,287
2022-03-29 10:44:02.124000+00:00,288
2022-03-29 10:44:07.124000+00:00,289
2022-03-29 10:44:12.122999808+00:00,290
2022-03-29 10:44:17.127000064+00:00,291
2022-03-29 10:44:22.121999872+00:00,292
2022-03-29 10:44:27.122999808+00:00,293
2022-03-29 10:44:32.125999872+00:00,294
2022-03-29 10:44:37.122999808+00:00,295
2022-03-29 10:44:42.124000+00:00,296
2022-03-29 10:44:47.122999808+00:00,297
2022-03-29 10:44:52.131000064+00:00,298
2022-03-29 10:44:57.122999808+00:00,299
2022-03-29 10:45:02.124999936+00:00,300
2022-03-29 10:45:07.124000+00:00,301
2022-03-29 10:45:12.124999936+00:00,302
2022-03-29 10:45:17.128000+00:00,303
2022-03-29 10:45:22.124000+00:00,304
2022-03-29 10:45:27.122999808+00:00,305
2022-03-29 10:45:32.122999808+00:00,306
2022-03-29 10:45:37.127000064+00:00,307
2022-03-29 10:45:42.124999936+00:00,308
2022-03-29 10:45:47.124000+00:00,309
2022-03-29 10:45:52.122999808+00:00,310
2022-03-29 10:45:57.122999808+00:00,311
2022-03-29 10:46:02.122999808+00:00,312
2022-03-29 10:46:07.124000+00:00,313
2022-03-29 10:46:12.124000+00:00,314
2022-03-29 10:46:17.124000+00:00,315
2022-03-29 10:46:22.124000+00:00,316
2022-03-29 10:46:27.122999808+00:00,317
2022-03-29 10:46:32.122999808+00:00,318
2022-03-29 10:46:37.124000+00:00,319
2022-03-29 10:46:42.124000+00:00,320
2022-03-29 10:46:47.128000+00:00,321
2022-03-29 10:46:52.122999808+00:00,322
2022-03-29 10:46:57.132000+00:00,323
2022-03-29 10:47:02.125999872+00:00,324
2022-03-29 10:47:07.122999808+00:00,325
2022-03-29 10:47:12.128999936+00:00,326
2022-03-29 10:47:17.124000+00:00,327
2022-03-29 10:47:22.122999808+00:00,328
2022-03-29 10:47:27.122999808+00:00,329
2022-03-29 10:47:32.122999808+00:00,330
2022-03-29 10:47:37.122999808+00:00,331
2022-03-29 10:47:42.128999936+00:00,332
2022-03-29 10:47:47.122999808+00:00,333
2022-03-29 10:47:52.122999808+00:00,334
2022-03-29 10:47:57.122999808+00:00,335
2022-03-29 10:48:02.124000+00:00,336
2022-03-29 10:48:07.122999808+00:00,337
2022-03-29 10:48:12.122999808+00:00,338
2022-03-29 10:48:17.122999808+00:00,339
2022-03-29 10:48:22.122999808+00:00,340
2022-03-29 10:48:27.122999808+00:00,341
2022-03-29 10:48:32.122999808+00:00,341
2022-03-29 10:48:37.122999808+00:00,343
2022-03-29 10:48:42.122999808+00:00,344
2022-03-29 10:48:47.121999872+00:00,345
2022-03-29 10:48:52.122999808+00:00,345
2022-03-29 10:48:57.121999872+00:00,346
2022-03-29 10:49:02.122999808+00:00,347
2022-03-29 10:49:07.124000+00:00,348
2022-03-29 10:49:12.124000+00:00,349
2022-03-29 10:49:17.122999808+00:00,350
2022-03-29 10:49:22.122999808+00:00,351
2022-03-29 10:49:27.127000064+00:00,352
2022-03-29 10:49:32.124999936+00:00,353
2022-03-29 10:49:37.127000064+00:00,354
2022-03-29 10:49:42.124000+00:00,355
2022-03-29 10:49:47.122999808+00:00,356
2022-03-29 10:49:52.122999808+00:00,357
2022-03-29 10:49:57.122999808+00:00,358
2022-03-29 10:50:02.124999936+00:00,359
2022-03-29 10:50:07.124000+00:00,360
2022-03-29 10:50:12.122999808+00:00,360
2022-03-29 10:50:17.122999808+00:00,360
2022-03-29 10:50:22.124000+00:00,360
