timestamp,value
2022-03-29 09:15:46.036999936+00:00,1
2022-03-29 09:15:51.036999936+00:00,2
2022-03-29 09:15:56.036999936+00:00,3
2022-03-29 09:16:01.036999936+00:00,3
2022-03-29 09:16:06.036999936+00:00,4
2022-03-29 09:16:11.040999936+00:00,5
2022-03-29 09:16:16.036999936+00:00,6
2022-03-29 09:16:21.036999936+00:00,7
2022-03-29 09:16:26.042000128+00:00,8
2022-03-29 09:16:31.036999936+00:00,9
2022-03-29 09:16:36.036999936+00:00,10
2022-03-29 09:16:41.038000128+00:00,11
2022-03-29 09:16:46.036999936+00:00,12
2022-03-29 09:16:51.039000064+00:00,13
2022-03-29 09:16:56.036999936+00:00,14
2022-03-29 09:17:01.039000064+00:00,15
2022-03-29 09:17:06.038000128+00:00,16
2022-03-29 09:17:11.040000+00:00,17
2022-03-29 09:17:16.044000+00:00,18
2022-03-29 09:17:21.038000128+00:00,19
2022-03-29 09:17:26.040000+00:00,19
2022-03-29 09:17:31.036999936+00:00,19
2022-03-29 09:17:36.039000064+00:00,20
2022-03-29 09:17:41.043000064+00:00,21
2022-03-29 09:17:46.036999936+00:00,22
2022-03-29 09:17:51.036999936+00:00,23
2022-03-29 09:17:56.039000064+00:00,24
2022-03-29 09:18:01.043000064+00:00,25
2022-03-29 09:18:06.039000064+00:00,26
2022-03-29 09:18:11.036999936+00:00,27
2022-03-29 09:18:16.036999936+00:00,28
2022-03-29 09:18:21.036999936+00:00,29
2022-03-29 09:18:26.036999936+00:00,30
2022-03-29 09:18:31.036999936+00:00,31
2022-03-29 09:18:36.038000128+00:00,32
2022-03-29 09:18:41.038000128+00:00,33
2022-03-29 09:18:46.038000128+00:00,34
2022-03-29 09:18:51.040000+00:00,35
2022-03-29 09:18:56.043000064+00:00,37
2022-03-29 09:19:01.036999936+00:00,38
2022-03-29 09:19:06.036999936+00:00,39
2022-03-29 09:19:11.036999936+00:00,39
2022-03-29 09:19:16.036999936+00:00,40
2022-03-29 09:19:21.036999936+00:00,41
2022-03-29 09:19:26.040000+00:00,41
2022-03-29 09:19:31.039000064+00:00,41
2022-03-29 09:19:36.038000128+00:00,41
2022-03-29 09:19:41.036999936+00:00,41
2022-03-29 09:19:46.036999936+00:00,42
