Time;pod;Value;
2022-04-07 10:17:31;pay-service-d95678cb4-blpv7;788.25;
2022-04-07 10:17:01;pay-service-d95678cb4-blpv7;788.25;
2022-04-07 10:16:31;pay-service-d95678cb4-blpv7;525.39;
2022-04-07 10:16:01;pay-service-d95678cb4-blpv7;525.39;
2022-04-07 10:15:31;pay-service-d95678cb4-blpv7;525.39;
2022-04-07 10:15:01;pay-service-d95678cb4-blpv7;788.14;
2022-04-07 10:14:31;pay-service-d95678cb4-blpv7;262.75;
2022-04-07 10:14:01;pay-service-d95678cb4-blpv7;262.75;
2022-04-07 10:13:31;pay-service-d95678cb4-blpv7;262.75;
2022-04-07 10:13:01;pay-service-d95678cb4-blpv7;524.60;
2022-04-07 10:12:31;pay-service-d95678cb4-blpv7;524.60;
2022-04-07 10:12:01;pay-service-d95678cb4-blpv7;524.60;
2022-04-07 10:11:31;pay-service-d95678cb4-blpv7;524.60;
2022-04-07 10:11:01;pay-service-d95678cb4-blpv7;524.60;
2022-04-07 10:10:31;pay-service-d95678cb4-blpv7;786.72;
2022-04-07 10:10:01;pay-service-d95678cb4-blpv7;523.97;
2022-04-07 10:09:31;pay-service-d95678cb4-blpv7;523.97;
2022-04-07 10:09:01;pay-service-d95678cb4-blpv7;523.97;
2022-04-07 10:08:31;pay-service-d95678cb4-blpv7;523.97;
2022-04-07 10:08:01;pay-service-d95678cb4-blpv7;262.13;
2022-04-07 10:07:31;pay-service-d95678cb4-blpv7;262.13;
2022-04-07 10:07:01;pay-service-d95678cb4-blpv7;262.13;
2022-04-07 10:06:31;pay-service-d95678cb4-blpv7;262.13;
2022-04-07 10:06:01;pay-service-d95678cb4-blpv7;524.35;
2022-04-07 10:05:31;pay-service-d95678cb4-blpv7;262.22;
2022-04-07 10:05:01;pay-service-d95678cb4-blpv7;262.22;
2022-04-07 10:04:31;pay-service-d95678cb4-blpv7;524.34;
2022-04-07 10:04:01;pay-service-d95678cb4-blpv7;524.34;
2022-04-07 10:03:31;pay-service-d95678cb4-blpv7;786.17;
2022-04-07 10:03:01;pay-service-d95678cb4-blpv7;786.17;
2022-04-07 10:02:31;pay-service-d95678cb4-blpv7;786.17;
2022-04-07 10:02:01;pay-service-d95678cb4-blpv7;786.17;
2022-04-07 10:01:31;pay-service-d95678cb4-blpv7;786.17;
2022-04-07 10:01:01;pay-service-d95678cb4-blpv7;523.95;
2022-04-07 10:00:31;pay-service-d95678cb4-blpv7;523.95;
2022-04-07 10:00:01;pay-service-d95678cb4-blpv7;523.95;
2022-04-07 09:59:31;pay-service-d95678cb4-blpv7;261.84;
2022-04-07 09:59:01;pay-service-d95678cb4-blpv7;521.90;
2022-04-07 09:58:31;pay-service-d95678cb4-blpv7;519.62;
2022-04-07 09:58:01;pay-service-d95678cb4-blpv7;519.62;
2022-04-07 09:57:31;pay-service-d95678cb4-blpv7;519.62;
2022-04-07 09:57:01;pay-service-d95678cb4-blpv7;519.62;
2022-04-07 09:56:31;pay-service-d95678cb4-blpv7;519.62;
2022-04-07 09:56:01;pay-service-d95678cb4-blpv7;779.13;
2022-04-07 09:55:31;pay-service-d95678cb4-blpv7;779.13;
2022-04-07 09:55:01;pay-service-d95678cb4-blpv7;779.13;
2022-04-07 09:54:31;pay-service-d95678cb4-blpv7;779.13;
2022-04-07 09:54:01;pay-service-d95678cb4-blpv7;519.07;
2022-04-07 09:53:31;pay-service-d95678cb4-blpv7;259.51;
2022-04-07 09:53:01;pay-service-d95678cb4-blpv7;259.51;
