Time;pod;Value;
2022-04-07 09:52:01;catalog-service-5df84bc88c-k8v9q;0.02770234;
2022-04-07 09:51:31;catalog-service-5df84bc88c-k8v9q;0.02732944;
2022-04-07 09:51:01;catalog-service-5df84bc88c-k8v9q;0.02695654;
2022-04-07 09:50:31;catalog-service-5df84bc88c-k8v9q;0.02658363;
2022-04-07 09:50:01;catalog-service-5df84bc88c-k8v9q;0.02621073;
2022-04-07 09:49:31;catalog-service-5df84bc88c-k8v9q;0.02583783;
2022-04-07 09:49:01;catalog-service-5df84bc88c-k8v9q;0.02546492;
2022-04-07 09:48:31;catalog-service-5df84bc88c-k8v9q;0.02320317;
2022-04-07 09:48:01;catalog-service-5df84bc88c-k8v9q;0.02107233;
2022-04-07 09:47:31;catalog-service-5df84bc88c-k8v9q;0.02107233;
2022-04-07 09:47:01;catalog-service-5df84bc88c-k8v9q;0.02396231;
2022-04-07 09:46:31;catalog-service-5df84bc88c-k8v9q;0.02357819;
2022-04-07 09:46:01;catalog-service-5df84bc88c-k8v9q;0.01991697;
2022-04-07 09:45:31;catalog-service-5df84bc88c-k8v9q;0.01936952;
2022-04-07 09:45:01;catalog-service-5df84bc88c-k8v9q;0.01882208;
2022-04-07 09:44:31;catalog-service-5df84bc88c-k8v9q;0.01827464;
2022-04-07 09:44:01;catalog-service-5df84bc88c-k8v9q;0.01772720;
2022-04-07 09:43:31;catalog-service-5df84bc88c-k8v9q;0.01717975;
2022-04-07 09:43:01;catalog-service-5df84bc88c-k8v9q;0.01663231;
2022-04-07 09:42:31;catalog-service-5df84bc88c-k8v9q;0.01608487;
2022-04-07 09:42:01;catalog-service-5df84bc88c-k8v9q;0.01553742;
2022-04-07 09:41:31;catalog-service-5df84bc88c-k8v9q;0.01498998;
2022-04-07 09:41:01;catalog-service-5df84bc88c-k8v9q;0.01444254;
2022-04-07 09:40:31;catalog-service-5df84bc88c-k8v9q;0.01389509;
2022-04-07 09:40:01;catalog-service-5df84bc88c-k8v9q;0.00981894;
2022-04-07 09:39:31;catalog-service-5df84bc88c-k8v9q;0.00570643;
2022-04-07 09:39:01;catalog-service-5df84bc88c-k8v9q;0.00554310;
2022-04-07 09:38:31;catalog-service-5df84bc88c-k8v9q;0.00537977;
2022-04-07 09:38:01;catalog-service-5df84bc88c-k8v9q;0.00521643;
2022-04-07 09:37:31;catalog-service-5df84bc88c-k8v9q;0.00505310;
2022-04-07 09:37:01;catalog-service-5df84bc88c-k8v9q;0.00488977;
2022-04-07 09:36:31;catalog-service-5df84bc88c-k8v9q;0.00472644;
